1145.530000	1148.770000	freemanalive
1151.550000	1154.880000	fusionshunt
1158.280000	1160.630000	getoutalive
1163.170000	1164.660000	getoutofhere
1168.030000	1170.580000	goodpaper
1172.240000	1174.760000	goodtoseeyou
1177.780000	1179.270000	gottogetout
1180.500000	1181.610000	greetings
1183.130000	1184.130000	greetings2
1186.740000	1191.480000	headcrab
1194.670000	1196.600000	heal1
1199.800000	1201.840000	heal2
1203.290000	1205.120000	heal3
1206.870000	1208.290000	heal4
1209.760000	1211.650000	heal5
1212.890000	1214.270000	hearsomething
1215.950000	1216.710000	hello
1218.490000	1219.230000	hello2
1222.030000	1225.470000	hellofreeman
1229.350000	1234.050000	hellofromlab
1236.570000	1237.420000	hellothere
1238.870000	1241.080000	hideglasses
1242.240000	1244.120000	holdstill
1246.310000	1250.060000	hopenominal-throw
1251.530000	1253.500000	hopeyouknow
1255.360000	1258.170000	howinteresting
1260.440000	1261.930000	hungryyet
1264.410000	1265.170000	ibelieveso
1268.250000	1269.480000	idontthinkso
1271.910000	1273.090000	ihearsomething
1275.940000	1276.840000	illwait
1279.110000	1280.460000	illwaithere
1282.260000	1285.380000	importantspecies
1286.580000	1289.680000	improbable
1292.140000	1293.010000	imsure
1295.200000	1296.760000	inconclusive
1298.250000	1299.560000	inconclusive
1301.110000	1304.340000	inmesstoo
1306.690000	1310.780000	ipredictedthis
1313.140000	1313.950000	istay
1316.080000	1318.440000	iwounded
1320.020000	1322.790000	iwounded2
1325.470000	1327.860000	iwoundedbad
1329.860000	1331.260000	justasked
1333.110000	1337.990000	lambdalab
1341.170000	1341.830000	leadtheway
1344.470000	1346.990000	leavingme
1348.890000	1349.950000	letmehelp
1351.970000	1352.640000	letsgo
1355.070000	1356.030000	letstrythis
1357.690000	1359.600000	letyouin
1360.970000	1363.360000	limitsok
1364.780000	1366.490000	lowervoice
1368.940000	1372.400000	luckwillchange
1374.640000	1376.780000	madness
1379.320000	1382.750000	needsleep
1385.040000	1389.010000	neverseen
1390.780000	1396.420000	newhevsuit
1398.090000	1403.430000	newhevsuit
1405.640000	1408.140000	newsample
1410.210000	1411.600000	nodoubt
1412.820000	1415.630000	nogrant
1418.330000	1419.940000	noguess
1422.370000	1425.410000	noidea
1427.430000	1428.360000	noo
1429.800000	1430.400000	nooo
1431.800000	1433.360000	noplease
1434.290000	1435.350000	notcertain
1438.140000	1441.890000	nothostile
1443.940000	1445.190000	notsure
1446.850000	1449.140000	odorfromyou
1451.150000	1451.900000	ofcourse
1453.060000	1454.150000	ofcoursenot
1455.720000	1457.480000	okgetout
1459.840000	1463.060000	okihope
1465.170000	1469.510000	organicmatter
1472.530000	1474.820000	peculiarmarks
1476.800000	1479.350000	peculiarodor
1481.660000	1485.040000	perfectday
1486.340000	1487.310000	perhaps
1489.960000	1490.790000	positively
1492.360000	1495.630000	purereadings
1497.010000	1501.270000	recalculate
1503.140000	1505.440000	reconsider
1507.650000	1510.530000	repeat
1512.630000	1515.940000	reportflux
1518.120000	1520.670000	rescueus
1522.840000	1523.690000	ridiculous
1526.260000	1526.810000	right
1529.380000	1531.370000	rightwayout
1533.080000	1537.840000	rumourclean
1539.880000	1543.550000	runtest
1547.260000	1549.710000	sci_aftertest
1551.090000	1554.380000	sci_alone
1556.170000	1557.610000	sci_bother
1559.720000	1561.870000	sci_busy
1563.770000	1564.420000	sci_fear6
1566.900000	1567.600000	sci_fear7
1570.130000	1572.200000	sci_fear11
1574.950000	1576.000000	sci_fear12
1578.260000	1578.790000	sci_fear13
1581.230000	1581.960000	sci_fear14
1583.940000	1584.560000	sci_pain2
1586.190000	1586.710000	sci_pain3
1588.110000	1588.670000	sci_pain6
1590.510000	1591.400000	sci_pain7
1592.990000	1593.770000	sci_pain8
1596.430000	1597.000000	sci_pain9
1598.570000	1599.300000	sci_pain10
1600.790000	1604.170000	sci_somewhere
1606.450000	1606.990000	scream10
1608.820000	1609.410000	scream11
1612.170000	1612.840000	scream12
1615.980000	1616.710000	scream13
1618.970000	1621.060000	seencup
1622.950000	1625.990000	shakeunification
1628.390000	1632.330000	shutdownchart
1634.930000	1635.780000	shutup
1636.900000	1637.750000	shutup2
1639.230000	1643.140000	simulation
1644.600000	1646.820000	slowingyou
1649.270000	1651.170000	smellburn
1654.420000	1655.420000	sneeze
1657.230000	1660.720000	softethics
1663.860000	1665.530000	sorryimleaving
1667.710000	1670.070000	somethingfoul
1672.270000	1673.570000	startle5
1676.450000	1677.650000	startle6
1679.190000	1680.240000	startle7
1682.190000	1683.550000	startle8
1686.420000	1688.190000	startle9
1689.940000	1693.030000	statusreport
1695.070000	1696.860000	stench
1699.240000	1701.500000	stimulating
1702.870000	1704.170000	stop1
1705.890000	1708.340000	stop2
1710.190000	1712.130000	stop3
1713.570000	1715.760000	stop4
1717.700000	1719.340000	stopasking
1721.650000	1723.250000	stopattacking
1725.550000	1728.400000	survival
1730.590000	1731.620000	thatsodd
1734.570000	1735.710000	theoretically
1740.120000	1741.210000	thiswillhelp
1743.700000	1747.110000	tunedtoday
1750.130000	1753.460000	tunnelcalc
1755.820000	1758.920000	uselessphd
1760.490000	1764.190000	weartie
1766.640000	1770.210000	whatnext
1772.860000	1775.280000	whatyoudoing
1778.420000	1779.340000	whocansay
1782.010000	1783.880000	whoresponsible
1785.980000	1787.380000	whyaskme
1789.010000	1790.660000	whyleavehere
1792.150000	1793.040000	yees
1795.120000	1795.500000	yes
1796.860000	1797.170000	yes2
1799.140000	1799.810000	yes3
1802.540000	1803.850000	yesletsgo
1806.020000	1808.940000	youinsane
1811.320000	1813.760000	youinsane
1816.640000	1817.900000	youlookbad
1821.390000	1822.600000	youlookbad2
1824.270000	1826.750000	youneedmedic
1828.760000	1830.720000	youwounded
1848.316149	1850.076149	sci_fear1
1851.626149	1853.366149	sci_fear2
1854.596149	1855.846149	sci_fear3
1856.366149	1858.056149	sci_fear4
1859.766149	1860.786149	sci_fear5
1861.126149	1862.116149	sci_fear5
1863.286149	1864.856149	sci_fear8
1865.406149	1867.746149	sci_fear9
1867.916149	1869.226149	sci_fear10
1870.316149	1871.796149	sci_fear15
1892.064143	1896.854143	advance
1901.374143	1905.384143	corporal
1910.504143	1917.194143	fix
1921.714143	1927.234143	getalong
1930.974143	1937.934143	of1a1_sc01
1941.484143	1945.074143	of1a1_sc02
1948.834143	1977.734143	of1a1_sc03
1983.474143	1990.294143	of1a1_sc01
1994.514143	2000.844143	of1a1_sc02
2004.124143	2035.574143	of1a1_sc03
2038.904143	2051.834143	of1a1_sc05
2056.404143	2060.394143	of1a5_sc01
2062.934143	2066.714143	of1a5_sc02
2069.144143	2073.414143	of1a6_sc01
2075.324143	2079.764143	of1a6_sc01
2082.544143	2091.154143	of2a2_sc01
2093.914143	2100.374143	of2a3_sc01
2100.984143	2109.044143	of3a4_sc01
2111.554143	2117.724143	of3a4_sc02
2122.464143	2147.934143	of4a1_sc01
2154.204143	2157.614143	please
2161.324143	2165.074143	saved
2170.094143	2174.324143	tr_sci_gwbarney
2177.164143	2181.574143	tr_sci_gwbarney
2189.064143	2197.644143	sc_accident1
2200.454143	2212.404143	sc_accident2
2217.404143	2222.184143	sc_accident3
2226.394143	2230.594143	sc_accident3
2234.944143	2251.194143	sc_canals2
2253.074143	2270.024143	sc_canals2
2271.434143	2288.794143	sc_canals2
2295.424143	2303.534143	sc_canals4
2310.704143	2313.764143	sc_hello0
2320.094143	2324.114143	sc_hello1
2330.774143	2334.724143	sc_hello2
2339.504143	2343.094143	sc_hello3
2347.654143	2352.114143	sc_hello4
2356.754143	2361.434143	sc_hello5
2366.334143	2376.124143	sc_maint
2381.014143	2390.504143	sc_maint
2395.904143	2400.154143	sc_ok0
2404.614143	2409.174143	sc_ok1
2412.954143	2415.064143	sc_ok2
2417.884143	2419.974143	sc_ok2
2423.354143	2427.464143	sc_ok3
2431.724143	2436.454143	sc_pok0
2441.714143	2444.334143	sc_pok1
2450.094143	2453.514143	sc_pok2
2458.454143	2463.864143	sc_pok3
2470.534143	2475.824143	sc_pok3
2479.694143	2483.554143	sc_pok4
2487.884143	2491.694143	sc_pok5
2496.414143	2501.324143	sc_pok6
2505.104143	2509.264143	sc_power1
2514.204143	2519.914143	sc_power2
2521.514143	2528.004143	sc_power2
2532.794143	2539.784143	sc_sec2_admin1
2544.744143	2555.624143	sc_sec2_admin2
2560.414143	2567.314143	sc_sec2_admin2
2567.934143	2578.364143	sc_sec2_admin2
2583.544143	2586.194143	sc_stop3
2591.484143	2601.484143	sc_tele_work2
2606.494143	2613.424143	sc_yard_box1
2618.684143	2625.434143	sc_yard_box1
2630.754143	2634.924143	sc_yard_box1a
2639.404143	2642.054143	sc_yard_box1b
2646.254143	2650.004143	sc_yard_box2
2655.414143	2658.594143	sc_yard_box3
2662.734143	2665.384143	sc_yard_box4
2672.054143	2698.144143	sc_yard_wound1
2700.604143	2730.006774	sc_yard_wound2
